Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30139935,03/10/2015,03/10/2015,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,989 55 STREET,55 STREET,9 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/10/2015,The Police Department responded and upon arrival those responsible for the condition were gone.,03/10/2015,12 BROOKLYN,BROOKLYN,983549,170934,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6358509,-74.00252569,"(40.63585089699675, -74.0025256925945)"
31585105,09/20/2015,10/19/2015,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,130 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/19/2015,17 BROOKLYN,BROOKLYN,996737,177491,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65383967,-73.95499739,"(40.653839672440746, -73.95499739119894)"
30546447,05/04/2015,05/06/2015,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11214,,,,,BAY 40 STREET,BENSON AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,,05/06/2015,11 BROOKLYN,BROOKLYN,987521,156334,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59577634,-73.98822171,"(40.59577634384476, -73.98822170868024)"
30966286,06/29/2015,06/30/2015,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,701 MADISON STREET,MADISON STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/30/2015,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/30/2015,03 BROOKLYN,BROOKLYN,1004035,189668,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6872495,-73.92865998,"(40.687249504080285, -73.92865998314839)"
30962529,06/29/2015,06/30/2015,DSNY,BCC - Brooklyn South,Derelict Bicycle,14B Derelict Bicycle,Street,11231,387 COURT STREET,COURT STREET,1 PLACE,2 PLACE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,,06/30/2015,06 BROOKLYN,BROOKLYN,985093,187068,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68013517,-73.99696067,"(40.6801351702301, -73.99696066657593)"
30547712,05/05/2015,05/06/2015,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10303,2645 FOREST AVENUE,FOREST AVENUE,MEEKER AVENUE,FOREST AVENUE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,05/06/2015,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/06/2015,01 STATEN ISLAND,STATEN ISLAND,935194,167404,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.626026,-74.17672214,"(40.62602599825654, -74.17672214119553)"
30547683,05/05/2015,05/05/2015,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11378,52-62 72 PLACE,72 PLACE,CALAMUS AVENUE,53 ROAD,,,ADDRESS,MASPETH,,Precinct,Closed,05/05/2015,The Police Department reviewed your complaint and provided additional information below.,05/05/2015,05 QUEENS,QUEENS,1014361,206008,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73206979,-73.89135383,"(40.73206978827411, -73.8913538324618)"
31579985,09/22/2015,09/22/2015,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,65 SHERMAN AVENUE,SHERMAN AVENUE,THAYER STREET,DYCKMAN STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/22/2015,The Police Department responded to the complaint and took action to fix the condition.,09/22/2015,12 MANHATTAN,MANHATTAN,1004502,253803,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86328205,-73.9267828,"(40.863282054634674, -73.92678280024691)"
30960640,06/29/2015,10/11/2015,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10034,190 NAGLE AVENUE,NAGLE AVENUE,DYCKMAN STREET,NYCTA SUBWAY,,,ADDRESS,NEW YORK,,N/A,Closed,07/04/2015,The Department of Parks and Recreation has corrected the condition.,10/11/2015,12 MANHATTAN,MANHATTAN,1005341,253324,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86196538,-73.92375107,"(40.86196538013335, -73.92375106646098)"
30547783,05/05/2015,05/06/2015,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11416,,,,,95 AVENUE,101 STREET,INTERSECTION,OZONE PARK,,Precinct,Closed,05/05/2015,The Police Department responded and upon arrival those responsible for the condition were gone.,05/06/2015,09 QUEENS,QUEENS,1027787,190108,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68837224,-73.8430132,"(40.68837223672445, -73.84301319535729)"
31646291,09/30/2015,10/19/2015,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11209,8501 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/19/2015,10 BROOKLYN,BROOKLYN,977642,165476,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6208674,-74.02380318,"(40.620867399838275, -74.02380318165036)"
30547806,05/05/2015,05/06/2015,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11385,1019 IRVING AVENUE,IRVING AVENUE,ELDERT STREET,COVERT STREET,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,05/06/2015,The Police Department issued a summons in response to the complaint.,05/06/2015,05 QUEENS,QUEENS,1010461,192119,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69396023,-73.90547983,"(40.693960233261116, -73.90547983104268)"
31646817,09/30/2015,10/19/2015,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11203,318 EAST   59 STREET,EAST   59 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",10/19/2015,17 BROOKLYN,BROOKLYN,1006142,174673,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64608662,-73.92111134,"(40.646086620788545, -73.92111133799035)"
31583042,09/21/2015,09/24/2015,DOT,Department of Transportation,Street Condition,Cave-in,Street,11416,95-12 86 STREET,86 STREET,95 AVENUE,97 AVENUE,,,ADDRESS,OZONE PARK,,N/A,Closed,10/01/2015,"The Department of Transportation's inspectors could not find the address you reported. If you would like to pursue the complaint, please check the address and call 311 or (212) 639-9675 with updated location information.",09/24/2015,09 QUEENS,QUEENS,1024469,188785,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68475661,-73.8549852,"(40.684756609069765, -73.85498519750348)"
31587661,09/21/2015,09/22/2015,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10454,684 EAST 137 STREET,EAST 137 STREET,CYPRESS AVENUE,BRUCKNER EXPRESSWAY EXIT 47 WB,,,ADDRESS,BRONX,,Precinct,Closed,09/21/2015,The Police Department responded and upon arrival those responsible for the condition were gone.,09/22/2015,01 BRONX,BRONX,1007934,232438,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80463278,-73.91445051,"(40.80463277963555, -73.91445050891014)"
30145100,03/10/2015,03/11/2015,DSNY,BCC - Queens East,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11357,20-30 146 STREET,146 STREET,20 ROAD,21 AVENUE,,,ADDRESS,Whitestone,,DSNY Garage,Closed,,,03/11/2015,07 QUEENS,QUEENS,1033785,223799,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78081399,-73.82113746,"(40.78081399293357, -73.82113745875994)"
30141146,03/10/2015,,DSNY,BCC - Queens East,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,11354,136-29 38 AVENUE,38 AVENUE,BEND,138 STREET,,,ADDRESS,Flushing,,DSNY Garage,Open,,,,07 QUEENS,QUEENS,1031286,216572,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76099145,-73.83021148,"(40.76099145177095, -73.83021148406513)"
30546098,05/04/2015,09/18/2015,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10466,4322 WICKHAM AVENUE,WICKHAM AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,,09/18/2015,12 BRONX,BRONX,1025773,265935,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.89650615,-73.84980651,"(40.896506153138645, -73.84980651112363)"
30138267,03/10/2015,03/10/2015,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street,11355,,,,,148 STREET,60 AVENUE,INTERSECTION,Flushing,,DSNY Garage,Pending,,,03/10/2015,07 QUEENS,QUEENS,1033802,209639,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74194842,-73.82118045,"(40.74194841650054, -73.82118044931721)"
28967745,09/28/2014,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,10010,245 EAST 21 STREET,EAST 21 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,11/12/2014,The Health Department’s Office of Environmental Investigations has determined this case was an isolated incident. The Department’s Bureau of Food Safety and Community Sanitation will review to see if a sanitary inspection is necessary. You can get results of all food safety inspections by going online to www.nyc.gov/health/restaurants.,09/30/2014,06 MANHATTAN,MANHATTAN,988959,207823,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73710152,-73.98300776,"(40.737101515935976, -73.98300776093022)"
30546117,05/04/2015,05/17/2015,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11691,14-15 MC BRIDE STREET,MC BRIDE STREET,,,,,ADDRESS,Far Rockaway,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/17/2015,14 QUEENS,QUEENS,1051809,161199,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60887284,-73.75668398,"(40.60887284400255, -73.75668397865265)"
30546146,05/04/2015,05/06/2015,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11212,480 EAST   94 STREET,EAST   94 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,05/06/2015,17 BROOKLYN,BROOKLYN,1006977,178140,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65560067,-73.9180907,"(40.65560067459487, -73.918090702944)"
30546169,05/04/2015,05/05/2015,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,05/12/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/05/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30546189,05/04/2015,05/11/2015,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11419,107-02 122 STREET,122 STREET,,,,,ADDRESS,South Richmond Hill,,N/A,Closed,,,05/11/2015,10 QUEENS,QUEENS,1034043,188837,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68485066,-73.82046461,"(40.684850655792225, -73.82046460623968)"
30546253,05/04/2015,05/05/2015,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,05/12/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/05/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30546261,05/04/2015,05/05/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,725 TILDEN STREET,TILDEN STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,05/05/2015,12 BRONX,BRONX,1021944,258767,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87684946,-73.86369677,"(40.87684945591282, -73.86369676676473)"
29159789,10/27/2014,11/13/2014,DOHMH,Department of Health and Mental Hygiene,Drinking Water,Illness Caused by Drinking Water,3+ Family Apartment Building,10031,371 CONVENT AVENUE,CONVENT AVENUE,WEST 145 STREET,WEST 146 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/26/2014,The Department of Health and Mental Hygiene has investigated the Service Request and no violations were cited.,11/13/2014,09 MANHATTAN,MANHATTAN,999224,239880,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82507804,-73.94589548,"(40.825078039230924, -73.94589547553636)"
29162057,10/27/2014,11/12/2014,DOE,School - PS 105 Senator Abraham Bernstein,School Maintenance,Other School Condition,School,10462,725 BRADY AVENUE,BRADY AVENUE,HOLLAND AVENUE,CRUGER AVENUE,,,,BRONX,,School,Closed,11/03/2014,The Department of Education completed the work and corrected the condition.,11/12/2014,11 BRONX,BRONX,1021150,249857,School - PS 105 Senator Abraham Bernstein,BRONX,School - PS 105 Senator Abraham Bernstein,105,Region 2,11X105,NA 0/0,725 Brady Avenue,BRONX,NY,10462,N,,,,,,,,,,,,40.85239759,-73.86661696,"(40.85239758899501, -73.86661696202331)"
30546279,05/04/2015,05/05/2015,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,05/12/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/05/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30546354,05/04/2015,05/17/2015,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11215,344 7 STREET,7 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/17/2015,06 BROOKLYN,BROOKLYN,988551,183372,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66998948,-73.98449563,"(40.66998947779247, -73.98449562910855)"
30546418,05/04/2015,05/15/2015,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11226,2902 CORTELYOU ROAD,CORTELYOU ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,05/15/2015,17 BROOKLYN,BROOKLYN,998209,174048,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64438719,-73.94969949,"(40.64438718752407, -73.94969949309028)"
30546422,05/04/2015,05/07/2015,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10012,200 PRINCE STREET,PRINCE STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",05/07/2015,02 MANHATTAN,MANHATTAN,983482,204031,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.72669463,-74.00277086,"(40.7266946265042, -74.00277086463763)"
30546425,05/04/2015,05/07/2015,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11233,393 CHAUNCEY STREET,CHAUNCEY STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,05/07/2015,03 BROOKLYN,BROOKLYN,1006820,187631,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68165174,-73.91862476,"(40.68165174287597, -73.91862476242152)"
